# event jet log1overDelta logkt z Delta kt
61 0 1.33302 -0.559677 0.0302331 0.263681 0.571394
61 0 1.66264 0.936414 0.192991 0.189637 2.55082
61 0 1.82967 -0.332584 0.0794242 0.160467 0.717069
61 0 2.10157 0.385887 0.232072 0.122264 1.47092
61 0 2.51344 0.426977 0.475262 0.0809894 1.53262
61 0 3.11967 -1.51023 0.239308 0.0441718 0.22086
61 0 3.2891 -2.4269 0.149001 0.0372873 0.0883102
65 0 1.18771 -0.322772 0.0207955 0.304919 0.724139
65 0 1.33868 0.665895 0.0663772 0.262192 1.94623
65 0 1.56869 0.820064 0.104391 0.208318 2.27065
65 0 2.09853 0.760906 0.18662 0.122637 2.14021
65 0 2.33856 -0.349238 0.0960784 0.096466 0.705225
65 0 2.4209 -0.0612437 0.153897 0.0888419 0.940594
65 0 3.27896 -0.406537 0.303696 0.0376675 0.665953
65 0 3.29404 -2.55885 0.0514573 0.0371037 0.0773936
65 0 3.47336 -3.50777 0.025128 0.0310126 0.0299636
67 0 1.67799 -0.932765 0.0182389 0.186749 0.393464
67 0 2.53949 -0.194046 0.092026 0.0789069 0.82362
67 0 2.93302 -1.69117 0.0336152 0.0532362 0.184303
67 0 3.43783 -2.44937 0.0269983 0.0321344 0.0863476
67 0 3.49087 -1.61444 0.0674307 0.0304744 0.199002
67 0 4.0094 -2.28738 0.0619605 0.0181443 0.101532
67 0 4.3878 -0.708883 0.467476 0.0124281 0.492194
68 0 0.976088 1.89186 0.46336 0.376782 6.63172
68 0 1.1625 -0.678054 0.0793784 0.312704 0.507604
68 0 1.53786 0.519503 0.413877 0.214841 1.68119
69 0 1.27311 -0.829072 0.00183192 0.279959 0.436454
69 0 1.50121 4.38994 0.424542 0.222859 80.6356
69 0 3.88747 -2.00888 0.0133436 0.0204971 0.134139
69 0 4.45734 -0.755714 0.0837222 0.0115931 0.469675
69 0 4.76216 0.539324 0.452498 0.00854713 1.71485
69 0 4.9566 -2.18329 0.0659568 0.00703678 0.11267
69 0 5.17598 -2.71726 0.051555 0.00565066 0.0660557
70 0 0.976492 2.58686 0.453409 0.37663 13.288
70 0 1.09106 -3.74475 0.00165484 0.33586 0.0236414
70 0 1.74807 0.859293 0.318927 0.174109 2.36149
70 0 1.84105 0.407797 0.326755 0.158651 1.5035
70 0 2.85069 -1.46587 0.204544 0.0578044 0.230877
70 0 3.20678 -2.52552 0.12723 0.0404868 0.080017
72 0 1.72102 -2.8437 0.00183466 0.178883 0.05821
72 0 1.87828 0.399952 0.0551248 0.152853 1.49175
72 0 2.70272 -0.741678 0.0424807 0.067023 0.476314
72 0 3.57994 -1.30674 0.0606184 0.0278774 0.270701
72 0 3.88752 -0.592029 0.17936 0.020496 0.553203
72 0 4.17465 -1.29532 0.144156 0.0153805 0.27381
72 0 5.14042 -1.8705 0.248923 0.00585521 0.154046
72 0 5.3657 -2.25001 0.284053 0.00467417 0.105398
74 0 0.966624 2.20584 0.0577848 0.380365 9.07788
74 0 2.22083 -0.528617 0.0139572 0.108519 0.589419
